"","winr","pbr","tier"
"1",0.4,0,"D"
"2",0.4,0.0204081632653061,"D"
"3",0.4,0.0408163265306122,"B"
"4",0.4,0.0612244897959184,"B"
"5",0.4,0.0816326530612245,"B"
"6",0.4,0.102040816326531,"B"
"7",0.4,0.122448979591837,"S"
"8",0.4,0.142857142857143,"S"
"9",0.4,0.163265306122449,"S"
"10",0.4,0.183673469387755,"S"
"11",0.4,0.204081632653061,"S"
"12",0.4,0.224489795918367,"S"
"13",0.4,0.244897959183673,"S"
"14",0.4,0.26530612244898,"S"
"15",0.4,0.285714285714286,"S"
"16",0.4,0.306122448979592,"S"
"17",0.4,0.326530612244898,"S"
"18",0.4,0.346938775510204,"S"
"19",0.4,0.36734693877551,"S"
"20",0.4,0.387755102040816,"S"
"21",0.4,0.408163265306122,"S"
"22",0.4,0.428571428571429,"S"
"23",0.4,0.448979591836735,"S"
"24",0.4,0.469387755102041,"S"
"25",0.4,0.489795918367347,"S"
"26",0.4,0.510204081632653,"S"
"27",0.4,0.530612244897959,"S"
"28",0.4,0.551020408163265,"S"
"29",0.4,0.571428571428571,"S"
"30",0.4,0.591836734693878,"S"
"31",0.4,0.612244897959184,"S"
"32",0.4,0.63265306122449,"S"
"33",0.4,0.653061224489796,"S"
"34",0.4,0.673469387755102,"S"
"35",0.4,0.693877551020408,"S"
"36",0.4,0.714285714285714,"S"
"37",0.4,0.73469387755102,"S"
"38",0.4,0.755102040816326,"S"
"39",0.4,0.775510204081633,"S"
"40",0.4,0.795918367346939,"S"
"41",0.4,0.816326530612245,"S"
"42",0.4,0.836734693877551,"S"
"43",0.4,0.857142857142857,"S"
"44",0.4,0.877551020408163,"S"
"45",0.4,0.897959183673469,"S"
"46",0.4,0.918367346938775,"S"
"47",0.4,0.938775510204082,"S"
"48",0.4,0.959183673469388,"S"
"49",0.4,0.979591836734694,"S"
"50",0.4,1,"S"
"51",0.404081632653061,0,"D"
"52",0.404081632653061,0.0204081632653061,"D"
"53",0.404081632653061,0.0408163265306122,"B"
"54",0.404081632653061,0.0612244897959184,"B"
"55",0.404081632653061,0.0816326530612245,"B"
"56",0.404081632653061,0.102040816326531,"B"
"57",0.404081632653061,0.122448979591837,"S"
"58",0.404081632653061,0.142857142857143,"S"
"59",0.404081632653061,0.163265306122449,"S"
"60",0.404081632653061,0.183673469387755,"S"
"61",0.404081632653061,0.204081632653061,"S"
"62",0.404081632653061,0.224489795918367,"S"
"63",0.404081632653061,0.244897959183673,"S"
"64",0.404081632653061,0.26530612244898,"S"
"65",0.404081632653061,0.285714285714286,"S"
"66",0.404081632653061,0.306122448979592,"S"
"67",0.404081632653061,0.326530612244898,"S"
"68",0.404081632653061,0.346938775510204,"S"
"69",0.404081632653061,0.36734693877551,"S"
"70",0.404081632653061,0.387755102040816,"S"
"71",0.404081632653061,0.408163265306122,"S"
"72",0.404081632653061,0.428571428571429,"S"
"73",0.404081632653061,0.448979591836735,"S"
"74",0.404081632653061,0.469387755102041,"S"
"75",0.404081632653061,0.489795918367347,"S"
"76",0.404081632653061,0.510204081632653,"S"
"77",0.404081632653061,0.530612244897959,"S"
"78",0.404081632653061,0.551020408163265,"S"
"79",0.404081632653061,0.571428571428571,"S"
"80",0.404081632653061,0.591836734693878,"S"
"81",0.404081632653061,0.612244897959184,"S"
"82",0.404081632653061,0.63265306122449,"S"
"83",0.404081632653061,0.653061224489796,"S"
"84",0.404081632653061,0.673469387755102,"S"
"85",0.404081632653061,0.693877551020408,"S"
"86",0.404081632653061,0.714285714285714,"S"
"87",0.404081632653061,0.73469387755102,"S"
"88",0.404081632653061,0.755102040816326,"S"
"89",0.404081632653061,0.775510204081633,"S"
"90",0.404081632653061,0.795918367346939,"S"
"91",0.404081632653061,0.816326530612245,"S"
"92",0.404081632653061,0.836734693877551,"S"
"93",0.404081632653061,0.857142857142857,"S"
"94",0.404081632653061,0.877551020408163,"S"
"95",0.404081632653061,0.897959183673469,"S"
"96",0.404081632653061,0.918367346938775,"S"
"97",0.404081632653061,0.938775510204082,"S"
"98",0.404081632653061,0.959183673469388,"S"
"99",0.404081632653061,0.979591836734694,"S"
"100",0.404081632653061,1,"S"
"101",0.408163265306122,0,"D"
"102",0.408163265306122,0.0204081632653061,"D"
"103",0.408163265306122,0.0408163265306122,"B"
"104",0.408163265306122,0.0612244897959184,"B"
"105",0.408163265306122,0.0816326530612245,"B"
"106",0.408163265306122,0.102040816326531,"B"
"107",0.408163265306122,0.122448979591837,"S"
"108",0.408163265306122,0.142857142857143,"S"
"109",0.408163265306122,0.163265306122449,"S"
"110",0.408163265306122,0.183673469387755,"S"
"111",0.408163265306122,0.204081632653061,"S"
"112",0.408163265306122,0.224489795918367,"S"
"113",0.408163265306122,0.244897959183673,"S"
"114",0.408163265306122,0.26530612244898,"S"
"115",0.408163265306122,0.285714285714286,"S"
"116",0.408163265306122,0.306122448979592,"S"
"117",0.408163265306122,0.326530612244898,"S"
"118",0.408163265306122,0.346938775510204,"S"
"119",0.408163265306122,0.36734693877551,"S"
"120",0.408163265306122,0.387755102040816,"S"
"121",0.408163265306122,0.408163265306122,"S"
"122",0.408163265306122,0.428571428571429,"S"
"123",0.408163265306122,0.448979591836735,"S"
"124",0.408163265306122,0.469387755102041,"S"
"125",0.408163265306122,0.489795918367347,"S"
"126",0.408163265306122,0.510204081632653,"S"
"127",0.408163265306122,0.530612244897959,"S"
"128",0.408163265306122,0.551020408163265,"S"
"129",0.408163265306122,0.571428571428571,"S"
"130",0.408163265306122,0.591836734693878,"S"
"131",0.408163265306122,0.612244897959184,"S"
"132",0.408163265306122,0.63265306122449,"S"
"133",0.408163265306122,0.653061224489796,"S"
"134",0.408163265306122,0.673469387755102,"S"
"135",0.408163265306122,0.693877551020408,"S"
"136",0.408163265306122,0.714285714285714,"S"
"137",0.408163265306122,0.73469387755102,"S"
"138",0.408163265306122,0.755102040816326,"S"
"139",0.408163265306122,0.775510204081633,"S"
"140",0.408163265306122,0.795918367346939,"S"
"141",0.408163265306122,0.816326530612245,"S"
"142",0.408163265306122,0.836734693877551,"S"
"143",0.408163265306122,0.857142857142857,"S"
"144",0.408163265306122,0.877551020408163,"S"
"145",0.408163265306122,0.897959183673469,"S"
"146",0.408163265306122,0.918367346938775,"S"
"147",0.408163265306122,0.938775510204082,"S"
"148",0.408163265306122,0.959183673469388,"S"
"149",0.408163265306122,0.979591836734694,"S"
"150",0.408163265306122,1,"S"
"151",0.412244897959184,0,"D"
"152",0.412244897959184,0.0204081632653061,"D"
"153",0.412244897959184,0.0408163265306122,"B"
"154",0.412244897959184,0.0612244897959184,"B"
"155",0.412244897959184,0.0816326530612245,"B"
"156",0.412244897959184,0.102040816326531,"B"
"157",0.412244897959184,0.122448979591837,"S"
"158",0.412244897959184,0.142857142857143,"S"
"159",0.412244897959184,0.163265306122449,"S"
"160",0.412244897959184,0.183673469387755,"S"
"161",0.412244897959184,0.204081632653061,"S"
"162",0.412244897959184,0.224489795918367,"S"
"163",0.412244897959184,0.244897959183673,"S"
"164",0.412244897959184,0.26530612244898,"S"
"165",0.412244897959184,0.285714285714286,"S"
"166",0.412244897959184,0.306122448979592,"S"
"167",0.412244897959184,0.326530612244898,"S"
"168",0.412244897959184,0.346938775510204,"S"
"169",0.412244897959184,0.36734693877551,"S"
"170",0.412244897959184,0.387755102040816,"S"
"171",0.412244897959184,0.408163265306122,"S"
"172",0.412244897959184,0.428571428571429,"S"
"173",0.412244897959184,0.448979591836735,"S"
"174",0.412244897959184,0.469387755102041,"S"
"175",0.412244897959184,0.489795918367347,"S"
"176",0.412244897959184,0.510204081632653,"S"
"177",0.412244897959184,0.530612244897959,"S"
"178",0.412244897959184,0.551020408163265,"S"
"179",0.412244897959184,0.571428571428571,"S"
"180",0.412244897959184,0.591836734693878,"S"
"181",0.412244897959184,0.612244897959184,"S"
"182",0.412244897959184,0.63265306122449,"S"
"183",0.412244897959184,0.653061224489796,"S"
"184",0.412244897959184,0.673469387755102,"S"
"185",0.412244897959184,0.693877551020408,"S"
