"","Name","Class","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"3238","Jayce","Fighter","MID","A",51.46,"3.01",0.5139,0.4205,0.0377,0.0329,2.23,"13_15"
"3239","Jhin","Marksman","ADC","S",56.51,"2.67",0.5028,0.9626,0.1088,0.0242,2.83,"13_15"
"3240","Jinx","Marksman","ADC","B",43.47,"-2.33",0.4914,0.9803,0.0646,0.007,2.2,"13_15"
"3241","K'Sante","Fighter","TOP","A",47.69,"0.06",0.4662,0.8974,0.0483,0.0352,1.91,"13_15"
"3242","Kai'Sa","Marksman","ADC","God",93.03,"-2.09",0.5061,0.9359,0.2864,0.2142,2.43,"13_15"
"3243","Kalista","Marksman","ADC","D",35.82,"-5.1",0.4857,0.905,0.0232,0.0061,2.15,"13_15"
"3244","Karma","Mage","SUPPORT","A",52.89,"1.32",0.4922,0.9084,0.0522,0.0103,2.56,"13_15"
"3245","Karthus","Mage","ADC","B",46.32,"-0.46",0.5455,0.2682,0.0119,0.0584,2.27,"13_15"
"3246","Karthus","Mage","JUNGLE","C",40.03,"-0.5",0.5029,0.6024,0.0251,0.0584,2.49,"13_15"
"3247","Kassadin","Assassin","MID","A",49.29,"5.78",0.5185,0.964,0.0207,0.0228,2.6,"13_15"
"3248","Katarina","Assassin","MID","S",57.85,"-2.56",0.494,0.9589,0.0683,0.0919,2.33,"13_15"
"3249","Kayle","Fighter","TOP","A",51.89,"0.18",0.5193,0.852,0.034,0.0185,1.8,"13_15"
"3250","Kayle","Fighter","MID","C",40.92,"-0.57",0.5078,0.1159,0.0038,0.0185,2.16,"13_15"
"3251","Kayn","Fighter","JUNGLE","God",91.89,"7.5",0.5162,0.9493,0.1133,0.1362,2.49,"13_15"
"3252","Kennen","Mage","TOP","C",41.29,"-2.36",0.4893,0.7857,0.0171,0.0132,1.95,"13_15"
"3253","Kennen","Mage","MID","C",40.61,"1.5",0.5035,0.1716,0.0034,0.0116,2.27,"13_15"
"3254","Kha'Zix","Assassin","JUNGLE","God",95.49,"5.28",0.5225,0.9941,0.1077,0.1916,2.7,"13_15"
"3255","Kindred","Marksman","JUNGLE","A",53.06,"-4.25",0.5119,0.9654,0.0452,0.1212,2.33,"13_15"
"3256","Kled","Fighter","TOP","A",51.14,"0.22",0.5273,0.9086,0.0192,0.0121,2.27,"13_15"
"3257","Kog'Maw","Marksman","ADC","C",40.94,"-4.53",0.5162,0.9029,0.0183,0.0085,2.16,"13_15"
"3258","LeBlanc","Assassin","MID","S",58.66,"0.14",0.497,0.9008,0.0555,0.1629,2.77,"13_15"
"3259","Lee Sin","Fighter","JUNGLE","God",86,"-2.54",0.4818,0.9341,0.1247,0.0628,2.68,"13_15"
"3260","Leona","Tank","SUPPORT","S",58.74,"-0.2",0.5047,0.9894,0.0613,0.0402,2.38,"13_15"
"3261","Lillia","Fighter","JUNGLE","A",54.28,"5.57",0.5186,0.9046,0.0452,0.0203,2.84,"13_15"
"3262","Lissandra","Mage","MID","A",55.1,"-6.74",0.5042,0.9191,0.0527,0.0457,2.48,"13_15"
"3263","Lucian","Marksman","ADC","B",44.29,"2.07",0.4985,0.9088,0.0593,0.0101,2.24,"13_15"
"3264","Lulu","Support","SUPPORT","S",56.35,"-1.06",0.4799,0.9765,0.0614,0.0538,2.85,"13_15"
"3265","Lux","Mage","SUPPORT","God",84.11,"5.82",0.5011,0.6873,0.1157,0.1041,2.34,"13_15"
"3266","Lux","Mage","MID","S",56.29,"-0.83",0.5052,0.2798,0.0462,0.1041,2.85,"13_15"
"3267","Malphite","Tank","TOP","God",70.86,"4.28",0.5271,0.736,0.0641,0.1252,2.53,"13_15"
"3268","Malphite","Tank","MID","A",50.61,"6.59",0.5389,0.1264,0.0111,0.1252,2.61,"13_15"
"3269","Malphite","Tank","SUPPORT","D",31.21,"0.25",0.4753,0.1078,0.0093,0.1265,1.96,"13_15"
"3270","Malzahar","Mage","MID","A",48.79,"-0.42",0.5003,0.8896,0.0358,0.0499,2.23,"13_15"
"3271","Maokai","Tank","JUNGLE","A",51.33,"-3.2",0.5178,0.601,0.0369,0.0119,3.08,"13_15"
"3272","Maokai","Tank","TOP","A",48.71,"2.01",0.5286,0.1233,0.0076,0.0117,2.48,"13_15"
"3273","Maokai","Tank","SUPPORT","A",47.85,"4.22",0.5395,0.2758,0.0164,0.0119,2.39,"13_15"
"3274","Master Yi","Assassin","JUNGLE","S",62.12,"1.02",0.4948,0.9198,0.0689,0.148,2.06,"13_15"
"3275","Milio","Support","SUPPORT","A",49.28,"-4.35",0.484,0.9942,0.0386,0.0529,3.14,"13_15"
"3276","Miss Fortune","Marksman","ADC","A",55.83,"1.72",0.5181,0.9203,0.1039,0.0358,2.31,"13_15"
"3277","Mordekaiser","Fighter","TOP","S",58.64,"3.63",0.5051,0.8746,0.055,0.0918,1.85,"13_15"
"3278","Morgana","Mage","SUPPORT","S",62.36,"3.96",0.4982,0.9153,0.0569,0.2294,2.35,"13_15"
"3279","Naafiri","NULL","MID","God",78.15,"-3.73",0.5271,0.525,0.0671,0.4904,2.29,"13_15"
"3280","Naafiri","NULL","TOP","S",58.57,"999NEW",0.5396,0.1583,0.0194,0.4904,2.05,"13_15"
"3281","Naafiri","NULL","JUNGLE","S",56.01,"-24.5",0.4689,0.2977,0.0401,0.4904,2.31,"13_15"
"3282","Nami","Support","SUPPORT","A",55.7,"8.5",0.5017,0.9946,0.0507,0.004,2.94,"13_15"
"3283","Nasus","Fighter","TOP","S",59.11,"4.07",0.5276,0.8225,0.046,0.0489,1.95,"13_15"
"3284","Nasus","Fighter","MID","B",43.89,"-1.78",0.522,0.1143,0.0045,0.0489,2.23,"13_15"
"3285","Nautilus","Tank","SUPPORT","God",89.76,"-2.94",0.5038,0.9736,0.1225,0.171,2.29,"13_15"
"3286","Neeko","Mage","MID","A",53.13,"2.8",0.5257,0.4994,0.0291,0.0665,2.61,"13_15"
"3287","Neeko","Mage","SUPPORT","B",44.45,"-0.13",0.5119,0.399,0.024,0.0665,2.06,"13_15"
"3288","Nidalee","Assassin","JUNGLE","S",58.52,"-1.09",0.4998,0.9225,0.0551,0.076,3.03,"13_15"
"3289","Nilah","Marksman","ADC","B",45.59,"-0.26",0.5304,0.9786,0.0263,0.0405,2.27,"13_15"
"3290","Nocturne","Assassin","JUNGLE","A",52.93,"-1.06",0.5121,0.9404,0.046,0.0386,2.7,"13_15"
"3291","Nunu","Tank","JUNGLE","B",44.87,"0.99",0.4974,0.9135,0.0363,0.0088,2.79,"13_15"
"3292","Olaf","Fighter","TOP","A",48.78,"-2.19",0.523,0.871,0.0226,0.0271,1.8,"13_15"
"3293","Olaf","Fighter","JUNGLE","D",24.09,"-1.73",0.4892,0.1053,0.0024,0.0271,2.25,"13_15"
"3294","Orianna","Mage","MID","A",47.45,"-1.79",0.5027,0.8966,0.0222,0.0018,2.73,"13_15"
"3295","Ornn","Tank","TOP","S",55.84,"-0.89",0.5094,0.9356,0.0406,0.0084,2.42,"13_15"
"3296","Pantheon","Fighter","MID","B",46.34,"-3.81",0.5036,0.2925,0.0249,0.0456,2.24,"13_15"
"3297","Pantheon","Fighter","TOP","B",44.59,"-1.78",0.4874,0.3376,0.0261,0.0456,2,"13_15"
"3298","Pantheon","Fighter","SUPPORT","C",37.88,"2.8",0.4862,0.2714,0.0223,0.0456,1.89,"13_15"
"3299","Poppy","Tank","TOP","A",51.01,"0.29",0.5148,0.4397,0.0259,0.0396,2.22,"13_15"
"3300","Poppy","Tank","JUNGLE","B",46.03,"0.95",0.519,0.4511,0.0262,0.0396,2.92,"13_15"
"3301","Pyke","Support","SUPPORT","God",72.22,"1.33",0.4954,0.9581,0.0931,0.1281,2.17,"13_15"
"3302","Qiyana","Assassin","MID","B",46.54,"-0.13",0.4957,0.8646,0.0314,0.013,2.25,"13_15"
"3303","Quinn","Marksman","TOP","A",49.84,"2.42",0.535,0.7924,0.0158,0.0127,2,"13_15"
"3304","Quinn","Marksman","MID","B",46.03,"999NEW",0.5388,0.1192,0.0021,0.0127,2.22,"13_15"
"3305","Rakan","Support","SUPPORT","God",85.23,"5.24",0.5239,0.9898,0.112,0.0459,2.91,"13_15"
"3306","Rammus","Tank","JUNGLE","B",47.14,"1.83",0.5309,0.81,0.0206,0.062,3.09,"13_15"
"3307","Rammus","Tank","TOP","C",40.26,"-1.81",0.5205,0.141,0.0032,0.0657,1.57,"13_15"
"3308","Rek'Sai","Fighter","JUNGLE","S",56.16,"-2.63",0.5295,0.9484,0.0388,0.1158,2.84,"13_15"
"3309","Rell","Tank","SUPPORT","God",73.41,"-5.02",0.5258,0.905,0.0707,0.1439,2.82,"13_15"
"3310","Renata Glasc","Support","SUPPORT","B",43.38,"0.19",0.5133,0.9909,0.0149,0.0044,2.68,"13_15"
"3311","Renekton","Fighter","TOP","God",71.87,"6.08",0.509,0.9165,0.0896,0.0699,1.93,"13_15"
"3312","Rengar","Assassin","TOP","B",42.68,"-3.4",0.5102,0.1675,0.0084,0.142,1.92,"13_15"
"3313","Rengar","Assassin","JUNGLE","C",40.99,"-12.47",0.4738,0.8022,0.0389,0.142,2.25,"13_15"
"3314","Riven","Fighter","TOP","A",52.78,"0.87",0.496,0.9137,0.0489,0.0149,1.84,"13_15"
"3315","Rumble","Fighter","TOP","A",49.38,"0.09",0.501,0.7124,0.031,0.0305,2.08,"13_15"
"3316","Rumble","Fighter","MID","B",45.74,"0.2",0.5206,0.1521,0.0069,0.0305,2.54,"13_15"
"3317","Rumble","Fighter","JUNGLE","D",27.81,"3.25",0.4871,0.1072,0.0047,0.0305,2.8,"13_15"
"3318","Ryze","Mage","MID","B",45.49,"4.69",0.5096,0.8109,0.0171,0.0018,2.34,"13_15"
"3319","Ryze","Mage","TOP","C",39.39,"-2.6",0.5031,0.1527,0.0033,0.0019,1.99,"13_15"
"3320","Samira","Marksman","ADC","S",57.74,"-0.88",0.4976,0.9797,0.1139,0.2437,2.19,"13_15"
"3321","Sejuani","Tank","JUNGLE","B",45.06,"-2.41",0.4941,0.8874,0.0334,0.006,3.22,"13_15"
"3322","Senna","Marksman","SUPPORT","S",56.66,"-0.99",0.4987,0.9274,0.0596,0.0199,2.44,"13_15"
"3323","Seraphine","Mage","ADC","A",47.77,"-4.01",0.533,0.2224,0.0129,0.013,2.9,"13_15"
"3324","Seraphine","Mage","SUPPORT","B",46.59,"-2.27",0.4835,0.6888,0.0419,0.013,2.38,"13_15"
"3325","Sett","Fighter","TOP","S",57.1,"1.43",0.5031,0.8285,0.0593,0.0289,1.67,"13_15"
"3326","Shaco","Assassin","JUNGLE","God",69.65,"5.61",0.496,0.7331,0.0723,0.1845,2.73,"13_15"
"3327","Shaco","Assassin","SUPPORT","C",41.65,"-0.62",0.4967,0.1986,0.0188,0.1845,2.3,"13_15"
"3328","Shen","Tank","TOP","A",53.38,"0.71",0.5086,0.8288,0.0243,0.0036,2.95,"13_15"
"3329","Shen","Tank","SUPPORT","D",31.55,"0.53",0.4779,0.115,0.0033,0.0036,2.55,"13_15"
"3330","Shyvana","Fighter","JUNGLE","A",51.81,"-1.09",0.5267,0.6568,0.0392,0.0311,2.55,"13_15"
"3331","Shyvana","Fighter","TOP","C",39.94,"-7.1",0.496,0.3146,0.0179,0.0311,1.45,"13_15"
"3332","Singed","Tank","MID","A",51.51,"2.71",0.553,0.1242,0.0026,0.0045,2.85,"13_15"
"3333","Singed","Tank","TOP","B",46.7,"-3.06",0.5175,0.7575,0.0169,0.005,1.98,"13_15"
"3334","Sion","Tank","TOP","A",48.09,"-2",0.491,0.7653,0.0431,0.0246,1.52,"13_15"
"3335","Sion","Tank","MID","C",36.89,"0.74",0.5074,0.142,0.0067,0.0246,1.15,"13_15"
"3336","Sivir","Marksman","ADC","B",46.11,"0.17",0.5121,0.982,0.0462,0.0077,2.45,"13_15"
"3337","Skarner","Fighter","TOP","C",38.63,"-0.52",0.4969,0.1583,0.0012,0.0015,2.17,"13_15"
"3338","Skarner","Fighter","JUNGLE","D",35.45,"-2.25",0.5183,0.7578,0.007,0.0016,2.76,"13_15"
"3339","Sona","Support","SUPPORT","A",51.37,"1.68",0.5252,0.9778,0.0278,0.0013,2.89,"13_15"
"3340","Soraka","Support","SUPPORT","S",61.64,"3.09",0.5179,0.9636,0.0596,0.0179,2.74,"13_15"
"3341","Swain","Mage","MID","A",54.39,"3.96",0.5547,0.2162,0.0127,0.0334,2.82,"13_15"
"3342","Swain","Mage","SUPPORT","A",48.95,"1.39",0.5048,0.547,0.0368,0.0334,2.33,"13_15"
"3343","Swain","Mage","ADC","B",46.34,"-5.52",0.5262,0.1816,0.0099,0.0334,2.95,"13_15"
"3344","Sylas","Mage","MID","A",48.68,"-3.5",0.48,0.5598,0.0497,0.068,2.09,"13_15"
"3345","Sylas","Mage","JUNGLE","C",37.5,"0.89",0.4907,0.3056,0.0267,0.068,2.39,"13_15"
"3346","Syndra","Mage","MID","A",52.1,"-2.38",0.5008,0.9176,0.0484,0.0278,2.26,"13_15"
"3347","Tahm Kench","Support","TOP","B",45.22,"-2.3",0.501,0.6564,0.0142,0.0067,2.4,"13_15"
"3348","Tahm Kench","Support","SUPPORT","D",33.36,"0.95",0.4897,0.2721,0.0052,0.0067,2.27,"13_15"
"3349","Taliyah","Mage","MID","A",51.28,"6.52",0.5336,0.445,0.0221,0.0207,2.39,"13_15"
"3350","Taliyah","Mage","JUNGLE","B",43.42,"10.77",0.5109,0.4711,0.0264,0.0207,2.76,"13_15"
"3351","Talon","Assassin","MID","A",51.4,"-0.35",0.5105,0.7228,0.0385,0.0248,2.33,"13_15"
"3352","Talon","Assassin","JUNGLE","D",34.78,"2.55",0.5053,0.2476,0.0136,0.0248,2.57,"13_15"
"3353","Taric","Support","SUPPORT","B",46.01,"-2.52",0.5206,0.9321,0.0169,0.0047,2.79,"13_15"
"3354","Teemo","Marksman","TOP","B",45.86,"-4.91",0.4818,0.715,0.0373,0.0603,1.63,"13_15"
"3355","Teemo","Marksman","SUPPORT","D",31.91,"-3.44",0.4922,0.1076,0.0059,0.0651,1.7,"13_15"
"3356","Thresh","Support","SUPPORT","God",90.7,"0.11",0.4997,0.9803,0.1406,0.0612,2.54,"13_15"
"3357","Tristana","Marksman","MID","A",51.63,"1.19",0.5015,0.4267,0.0503,0.0515,1.95,"13_15"
"3358","Tristana","Marksman","ADC","B",44.83,"-0.25",0.4975,0.5382,0.0619,0.0515,2.22,"13_15"
"3359","Trundle","Fighter","TOP","C",40.91,"-0.23",0.5062,0.4807,0.0145,0.0095,1.5,"13_15"
"3360","Trundle","Fighter","JUNGLE","D",36.38,"-0.17",0.5071,0.4949,0.0147,0.0089,2.71,"13_15"
"3361","Tryndamere","Fighter","TOP","C",41.41,"-4.38",0.4953,0.8275,0.0191,0.0182,1.66,"13_15"
"3362","Twisted Fate","Mage","MID","B",43.76,"1.51",0.4912,0.9151,0.0234,0.0022,2.29,"13_15"
"3363","Twitch","Marksman","ADC","B",46.19,"-1.8",0.5142,0.7774,0.0449,0.0354,2.4,"13_15"
"3364","Twitch","Marksman","SUPPORT","D",36.49,"2.94",0.5066,0.1485,0.0071,0.0354,2.05,"13_15"
"3365","Udyr","Fighter","JUNGLE","C",37.13,"-1.62",0.497,0.8023,0.0225,0.0153,2.57,"13_15"
"3366","Udyr","Fighter","TOP","D",35.59,"-0.47",0.4908,0.1772,0.0047,0.0153,1.66,"13_15"
"3367","Urgot","Fighter","TOP","B",47.15,"-1.35",0.5135,0.9234,0.0205,0.0077,1.98,"13_15"
"3368","Varus","Marksman","ADC","B",46.33,"0.08",0.5069,0.9033,0.0613,0.0096,2.27,"13_15"
"3369","Vayne","Marksman","ADC","A",48.41,"0.86",0.5158,0.8388,0.067,0.0402,2.13,"13_15"
"3370","Vayne","Marksman","TOP","C",38.19,"-0.29",0.4962,0.1351,0.0108,0.0402,1.56,"13_15"
"3371","Veigar","Mage","MID","A",50,"0.4",0.5,0.7428,0.0425,0.0307,2.15,"13_15"
"3372","Veigar","Mage","ADC","B",43.4,"-2.92",0.5334,0.1261,0.0074,0.0333,2.3,"13_15"
"3373","Veigar","Mage","SUPPORT","D",28.53,"999NEW",0.4733,0.109,0.0061,0.0333,1.79,"13_15"
"3374","Vel'Koz","Mage","MID","C",41.07,"-1.71",0.4965,0.2757,0.0065,0.0043,2.46,"13_15"
"3375","Vel'Koz","Mage","SUPPORT","C",41,"-0.21",0.5073,0.6789,0.0182,0.0043,2.11,"13_15"
"3376","Vex","Mage","MID","A",49.35,"3.31",0.5148,0.9323,0.0267,0.0283,2.4,"13_15"
"3377","Vi","Fighter","JUNGLE","C",39.14,"2.64",0.4943,0.9493,0.0309,0.0111,2.34,"13_15"
"3378","Viego","Assassin","JUNGLE","God",80.18,"8.19",0.504,0.9425,0.1091,0.0303,2.51,"13_15"
"3379","Viktor","Mage","MID","A",50.81,"-1.88",0.5108,0.9373,0.0376,0.0216,2.25,"13_15"
"3380","Vladimir","Mage","MID","A",51.31,"2.11",0.5069,0.7723,0.0374,0.0504,2.45,"13_15"
"3381","Vladimir","Mage","TOP","B",42.17,"-5.52",0.5024,0.2078,0.0093,0.0504,2.11,"13_15"
"3382","Volibear","Fighter","TOP","A",48.16,"3.36",0.5082,0.7215,0.0308,0.0086,1.73,"13_15"
"3383","Volibear","Fighter","JUNGLE","D",34.44,"2.82",0.5106,0.2447,0.0106,0.0089,2.57,"13_15"
"3384","Warwick","Fighter","JUNGLE","B",46.12,"1.7",0.5097,0.6607,0.0381,0.0434,2.16,"13_15"
"3385","Warwick","Fighter","TOP","B",41.89,"-2.62",0.5031,0.3027,0.0128,0.0434,1.83,"13_15"
"3386","Wukong","Fighter","TOP","C",38.81,"-5.97",0.4952,0.2621,0.0057,0.0074,2,"13_15"
"3387","Wukong","Fighter","JUNGLE","D",30.9,"-3.85",0.4793,0.6944,0.018,0.0074,2.55,"13_15"
"3388","Xayah","Marksman","ADC","S",58.24,"2.16",0.5091,0.9933,0.1246,0.0639,2.36,"13_15"
"3389","Xerath","Mage","SUPPORT","God",69.25,"9.35",0.5265,0.5299,0.0674,0.1311,2.57,"13_15"
"3390","Xerath","Mage","MID","S",63.22,"4.57",0.5215,0.4421,0.0541,0.1311,3.16,"13_15"
"3391","Xin Zhao","Fighter","JUNGLE","D",34.7,"-2.02",0.504,0.8501,0.0182,0.0026,2.25,"13_15"
"3392","Yasuo","Fighter","MID","God",74.61,"2.48",0.4975,0.6826,0.1177,0.192,1.79,"13_15"
"3393","Yasuo","Fighter","TOP","B",45.56,"1.66",0.4888,0.1841,0.0296,0.192,1.57,"13_15"
"3394","Yasuo","Fighter","ADC","B",43.57,"2.3",0.5286,0.1198,0.0188,0.192,2.09,"13_15"
"3395","Yone","Assassin","MID","S",61.01,"4.79",0.5053,0.5495,0.08,0.0835,1.92,"13_15"
"3396","Yone","Assassin","TOP","S",58.56,"7.13",0.5069,0.4181,0.0586,0.0835,1.66,"13_15"
"3397","Yorick","Fighter","TOP","B",46.91,"-0.72",0.5043,0.9006,0.0321,0.0432,1.49,"13_15"
"3398","Yuumi","Support","SUPPORT","S",63.31,"4.58",0.4766,0.9873,0.0634,0.0858,4.24,"13_15"
"3399","Zac","Tank","TOP","A",52.53,"1.85",0.5408,0.1276,0.006,0.0222,2.81,"13_15"
"3400","Zac","Tank","JUNGLE","A",52.1,"-0.44",0.52,0.7143,0.0306,0.0222,3.64,"13_15"
"3401","Zac","Tank","SUPPORT","C",41.71,"1.38",0.5239,0.1157,0.0047,0.0212,2.7,"13_15"
"3402","Zed","Assassin","MID","God",90.43,"-1.49",0.5051,0.8764,0.1253,0.3495,2.29,"13_15"
"3403","Zeri","Marksman","ADC","B",44.43,"1.95",0.4935,0.9597,0.0614,0.016,2.36,"13_15"
"3404","Ziggs","Mage","ADC","B",43.07,"-4.46",0.52,0.4318,0.0131,0.0036,2.53,"13_15"
"3405","Ziggs","Mage","MID","C",40.01,"-2.42",0.4812,0.4559,0.015,0.0036,2.31,"13_15"
"3406","Ziggs","Mage","SUPPORT","D",29.42,"-3.7",0.4799,0.1043,0.0033,0.0035,1.96,"13_15"
"3407","Zilean","Support","MID","A",48.77,"-1.1",0.5202,0.116,0.0024,0.0067,3.47,"13_15"
"3408","Zilean","Support","SUPPORT","B",43.59,"-1.17",0.4997,0.835,0.0194,0.0068,2.95,"13_15"
"3409","Zoe","Mage","MID","B",46.23,"1.33",0.491,0.8565,0.0263,0.0156,2.64,"13_15"
"3410","Zoe","Mage","SUPPORT","D",32.64,"1.56",0.4921,0.1216,0.0037,0.0158,2.12,"13_15"
"3411","Zyra","Mage","SUPPORT","S",55.96,"-0.15",0.5228,0.8842,0.0481,0.0378,2.12,"13_15"
"3412","Aatrox","Fighter","TOP","God",89.68,"0.18",0.4873,0.9348,0.1092,0.1549,1.8,"13_16"
"3413","Ahri","Mage","MID","S",65.11,"-2.88",0.5054,0.9541,0.0883,0.0439,2.61,"13_16"
"3414","Akali","Assassin","MID","S",62.5,"10.41",0.4957,0.7621,0.0819,0.1128,2.41,"13_16"
"3415","Akali","Assassin","TOP","B",46.72,"8.03",0.5005,0.2299,0.0239,0.1128,2.14,"13_16"
"3416","Akshan","Marksman","MID","B",46.93,"0.62",0.5093,0.6847,0.0249,0.0426,2.2,"13_16"
"3417","Akshan","Marksman","TOP","C",37.67,"-2.78",0.5063,0.2168,0.0079,0.0426,1.9,"13_16"
"3418","Alistar","Tank","SUPPORT","S",64.92,"1.99",0.5143,0.9677,0.0669,0.029,2.52,"13_16"
"3419","Amumu","Tank","JUNGLE","B",44.48,"2.89",0.5123,0.695,0.0261,0.0147,2.65,"13_16"
"3420","Amumu","Tank","SUPPORT","C",36.77,"-0.26",0.5139,0.2833,0.0089,0.0156,2.09,"13_16"
"3421","Anivia","Mage","MID","B",47.3,"1.19",0.502,0.7773,0.0219,0.0224,2.72,"13_16"
"3422","Anivia","Mage","SUPPORT","D",23.4,"0.55",0.4615,0.145,0.0038,0.0221,2.09,"13_16"
"3423","Annie","Mage","MID","B",46.65,"3.08",0.5159,0.7626,0.017,0.0105,2.38,"13_16"
"3424","Annie","Mage","SUPPORT","D",33.31,"-3.03",0.504,0.1931,0.004,0.011,2.27,"13_16"
"3425","Aphelios","Marksman","ADC","C",39.25,"-1.26",0.4827,0.9777,0.0598,0.0114,1.97,"13_16"
"3426","Ashe","Marksman","ADC","God",68.06,"1.38",0.5246,0.9143,0.1428,0.0902,2.43,"13_16"
"3427","Aurelion Sol","Mage","MID","A",49.7,"-0.49",0.5097,0.8847,0.0269,0.0226,2.68,"13_16"
"3428","Azir","Mage","MID","B",46.56,"1",0.4834,0.9257,0.0427,0.0099,2.12,"13_16"
"3429","Bard","Support","SUPPORT","B",44.7,"-0.6",0.5033,0.9636,0.0239,0.0031,2.91,"13_16"
"3430","Bel'Veth","Fighter","JUNGLE","A",48.1,"5.19",0.5139,0.8876,0.0355,0.0527,2.49,"13_16"
"3431","Blitzcrank","Tank","SUPPORT","God",76.57,"1.88",0.504,0.9762,0.0797,0.2221,2.36,"13_16"
"3432","Brand","Mage","SUPPORT","C",40.88,"0.18",0.4838,0.6594,0.0355,0.0344,1.72,"13_16"
"3433","Brand","Mage","MID","C",37.13,"3.61",0.4805,0.2062,0.0102,0.0344,1.98,"13_16"
"3434","Braum","Support","SUPPORT","A",48.19,"-2.23",0.5028,0.9867,0.0331,0.0075,2.8,"13_16"
"3435","Caitlyn","Marksman","ADC","S",59.42,"10.47",0.4995,0.9403,0.1338,0.0772,2.17,"13_16"
"3436","Camille","Fighter","TOP","S",59.37,"1.42",0.5166,0.9434,0.0475,0.0277,1.99,"13_16"
"3437","Cassiopeia","Mage","MID","B",46.98,"0.56",0.5196,0.7114,0.0195,0.0219,2.18,"13_16"
"3438","Cassiopeia","Mage","ADC","C",39.94,"-4.67",0.5294,0.1073,0.0028,0.0215,2.33,"13_16"
"3439","Cassiopeia","Mage","TOP","C",38.43,"-6.21",0.5178,0.1702,0.0048,0.0215,1.89,"13_16"
"3440","Cho'Gath","Tank","TOP","A",49.6,"2.66",0.522,0.6476,0.0232,0.009,2.13,"13_16"
"3441","Cho'Gath","Tank","MID","A",48.07,"5.23",0.5377,0.2081,0.0059,0.009,2.51,"13_16"
"3442","Corki","Marksman","MID","C",37.46,"0.87",0.4786,0.8914,0.0093,0.0014,2.18,"13_16"
"3443","Darius","Fighter","TOP","God",79.15,"6.83",0.4951,0.9453,0.0836,0.1874,1.83,"13_16"
"3444","Diana","Fighter","JUNGLE","A",54.18,"0.52",0.5172,0.7354,0.0514,0.0226,2.45,"13_16"
"3445","Diana","Fighter","MID","B",45.28,"-3.06",0.5109,0.248,0.0175,0.0226,2.23,"13_16"
"3446","Dr. Mundo","Marksman","TOP","B",45.62,"-4.64",0.5119,0.8901,0.0226,0.02,1.87,"13_16"
"3447","Draven","Fighter","ADC","B",45.99,"-0.21",0.4951,0.961,0.0622,0.2018,2.09,"13_16"
"3448","Ekko","Assassin","JUNGLE","S",60.78,"10.1",0.5158,0.6672,0.0639,0.043,2.76,"13_16"
"3449","Ekko","Assassin","MID","A",48.42,"4.26",0.5104,0.3096,0.0282,0.043,2.29,"13_16"
"3450","Elise","Mage","JUNGLE","C",38.39,"4.28",0.4891,0.9387,0.0224,0.0158,2.66,"13_16"
"3451","Evelynn","Assassin","JUNGLE","S",58.63,"-0.24",0.5198,0.9757,0.0496,0.1154,2.95,"13_16"
"3452","Ezreal","Marksman","ADC","God",77.78,"2.97",0.5064,0.953,0.2054,0.0882,2.54,"13_16"
"3453","Fiddlesticks","Mage","JUNGLE","A",49.67,"-1.68",0.5146,0.8241,0.0361,0.0404,2.76,"13_16"
"3454","Fiddlesticks","Mage","SUPPORT","D",33.34,"-4.09",0.508,0.1097,0.0048,0.0384,1.99,"13_16"
"3455","Fiora","Fighter","TOP","S",64,"4.88",0.5215,0.9784,0.0528,0.1272,1.69,"13_16"
"3456","Fizz","Assassin","MID","S",56.01,"-0.58",0.5097,0.958,0.0528,0.0826,2.39,"13_16"
"3457","Galio","Tank","MID","B",43.36,"-0.67",0.4949,0.7121,0.0143,0.0024,2.57,"13_16"
"3458","Galio","Tank","SUPPORT","D",33.58,"-2.75",0.5038,0.2349,0.0044,0.0024,2.31,"13_16"
"3459","Gangplank","Fighter","TOP","A",54.95,"1.52",0.4962,0.8674,0.0473,0.042,1.93,"13_16"
"3460","Gangplank","Fighter","MID","C",40.08,"-5.34",0.4973,0.1271,0.0071,0.0429,2.18,"13_16"
"3461","Garen","Fighter","TOP","God",67.65,"5.34",0.5106,0.8844,0.0674,0.0296,1.97,"13_16"
"3462","Gnar","Fighter","TOP","B",43.3,"1.94",0.4936,0.9679,0.0263,0.0043,1.88,"13_16"
"3463","Gragas","Fighter","JUNGLE","B",42.57,"-0.01",0.4859,0.569,0.0338,0.0169,2.76,"13_16"
"3464","Gragas","Fighter","MID","C",39.46,"-0.43",0.4926,0.1054,0.0063,0.0171,2.26,"13_16"
"3465","Gragas","Fighter","TOP","D",34.7,"-4.55",0.4719,0.263,0.0162,0.0169,1.96,"13_16"
"3466","Graves","Marksman","JUNGLE","S",61.2,"-10.07",0.4968,0.9214,0.0768,0.0446,2.59,"13_16"
"3467","Gwen","Fighter","TOP","A",50.28,"-3.84",0.4974,0.9031,0.0413,0.0238,1.69,"13_16"
"3468","Hecarim","Fighter","JUNGLE","A",55.64,"-3.16",0.4973,0.9926,0.0584,0.107,2.59,"13_16"
"3469","Heimerdinger","Mage","MID","B",42.25,"-0.11",0.5179,0.2118,0.008,0.0199,1.88,"13_16"
"3470","Heimerdinger","Mage","SUPPORT","C",36.58,"-2.19",0.5056,0.4699,0.0148,0.0188,1.86,"13_16"
